Fecha_Produccion,Turno,Lote_ID,Familia_Preparacion,Producto,Unidades_Producidas,Tiempo_Horneado_Min,Merma_Kg
2026-05-02,Tarde,LOTE-9139,Hojaldres,Empanada dulce,49,33,1.9
2026-02-04,Tarde,LOTE-9905,Hojaldres,Mil hojas,40,48,1.64
2025-09-30,Tarde,LOTE-9170,Hojaldres,Croissant,23,33,2.34
2025-07-23,Tarde,LOTE-8355,Bizcochos,Torta de chocolate,51,26,2.2
2025-11-14,Tarde,LOTE-5608,Hojaldres,Mil hojas,13,31,0.89
2026-01-14,Tarde,LOTE-3982,Bizcochos,Tres leches,54,21,0.54
2025-11-18,Mañana,LOTE-6093,Bizcochos,Red velvet,30,29,0.74
2026-04-01,Tarde,LOTE-2437,Bizcochos,Torta de chocolate,46,37,0.82
2025-10-08,Mañana,LOTE-3756,Masas Quebradas,Pie de limon,41,18,1.34
2025-12-22,Mañana,LOTE-7825,Masas Quebradas,Pie de limon,36,31,0.58
2025-08-20,Tarde,LOTE-5112,Hojaldres,Croissant,20,49,2.64
2026-06-19,Tarde,LOTE-5432,Hojaldres,Empanada dulce,30,15,2.52
2026-04-23,Mañana,LOTE-9171,Bizcochos,Tres leches,18,22,1.21
2026-04-12,Tarde,LOTE-4757,Hojaldres,Mil hojas,32,29,1.91
2026-04-04,Tarde,LOTE-6192,Masas Quebradas,Pie de limon,58,20,2.69
2025-07-28,Tarde,LOTE-7010,Masas Quebradas,Pie de limon,11,55,2.87
2026-03-03,Tarde,LOTE-5032,Hojaldres,Empanada dulce,51,36,1.87
2025-09-14,Mañana,LOTE-6919,Bizcochos,Torta de chocolate,33,48,0.81
2026-06-03,Tarde,LOTE-5047,Masas Quebradas,Pie de limon,35,16,2.11
2026-03-10,Mañana,LOTE-4866,Bizcochos,Torta de chocolate,20,37,1.47
2026-06-05,Tarde,LOTE-1162,Bizcochos,Torta de chocolate,18,27,2.1
2026-01-11,Mañana,LOTE-6968,Masas Quebradas,Tartaleta de fresa,44,30,0.21
2025-12-19,Mañana,LOTE-3812,Bizcochos,Torta de chocolate,39,47,2.38
2025-07-03,Mañana,LOTE-2304,Hojaldres,Croissant,48,33,2.37
2026-01-23,Tarde,LOTE-6782,Masas Quebradas,Tartaleta de fresa,22,21,0.19
2025-10-01,Mañana,LOTE-5053,Bizcochos,Torta de chocolate,10,25,1.38
2025-10-17,Tarde,LOTE-1454,Hojaldres,Mil hojas,36,32,0.25
2026-01-24,Tarde,LOTE-1781,Hojaldres,Empanada dulce,31,40,2.98
2025-10-21,Tarde,LOTE-7717,Masas Quebradas,Tartaleta de fresa,38,48,0.16
2025-11-27,Tarde,LOTE-3326,Bizcochos,Red velvet,18,23,1.69
2025-08-19,Tarde,LOTE-6828,Masas Quebradas,Pie de limon,42,51,2.96
2025-07-03,Mañana,LOTE-1878,Masas Quebradas,Pie de limon,34,22,1.39
2026-01-24,Mañana,LOTE-3287,Bizcochos,Torta de chocolate,45,31,2.86
2025-11-16,Mañana,LOTE-9983,Bizcochos,Torta de chocolate,42,26,2.72
2026-06-15,Mañana,LOTE-6164,Hojaldres,Empanada dulce,30,39,1.39
2026-01-29,Tarde,LOTE-7135,Masas Quebradas,Tartaleta de fresa,24,36,2.53
2025-12-20,Mañana,LOTE-5379,Hojaldres,Mil hojas,25,34,2.15
2025-12-10,Tarde,LOTE-5403,Bizcochos,Tres leches,33,48,0.5
2025-09-11,Tarde,LOTE-5376,Hojaldres,Mil hojas,27,25,1.84
2026-05-30,Tarde,LOTE-8048,Masas Quebradas,Tartaleta de fresa,19,41,1.09
2026-01-04,Tarde,LOTE-3591,Masas Quebradas,Pie de limon,10,26,2.76
2026-03-03,Tarde,LOTE-1524,Masas Quebradas,Pie de limon,48,18,0.96
2025-09-08,Mañana,LOTE-4621,Hojaldres,Mil hojas,41,48,1.41
2026-02-22,Mañana,LOTE-8616,Hojaldres,Empanada dulce,59,37,2.97
2026-01-27,Mañana,LOTE-6232,Masas Quebradas,Pie de limon,53,42,0.97
2026-01-31,Mañana,LOTE-9288,Masas Quebradas,Tartaleta de fresa,56,32,0.21
2026-01-08,Mañana,LOTE-1255,Masas Quebradas,Tartaleta de fresa,35,40,2.26
2026-03-19,Tarde,LOTE-1733,Masas Quebradas,Pie de limon,16,16,1.51
2025-12-04,Tarde,LOTE-9798,Bizcochos,Tres leches,23,54,1.45
2025-09-24,Tarde,LOTE-7268,Masas Quebradas,Tartaleta de fresa,31,42,2.26
2025-10-27,Tarde,LOTE-7632,Masas Quebradas,Tartaleta de fresa,23,42,1.16
2025-11-06,Tarde,LOTE-7429,Hojaldres,Empanada dulce,19,31,1.39
2025-08-25,Tarde,LOTE-8541,Masas Quebradas,Tartaleta de fresa,32,33,2.32
2025-07-27,Mañana,LOTE-4442,Bizcochos,Tres leches,13,18,1.94
2026-01-05,Mañana,LOTE-6588,Bizcochos,Red velvet,20,15,0.24
2026-05-07,Tarde,LOTE-3097,Masas Quebradas,Tartaleta de fresa,38,49,1.79
2025-08-16,Tarde,LOTE-1555,Bizcochos,Red velvet,41,49,2.49
2026-06-13,Tarde,LOTE-7983,Bizcochos,Torta de chocolate,58,49,2.52
2026-03-15,Mañana,LOTE-8384,Masas Quebradas,Tartaleta de fresa,48,48,1.75
2025-12-22,Mañana,LOTE-9716,Bizcochos,Tres leches,29,47,2.38
2025-07-19,Mañana,LOTE-4798,Bizcochos,Red velvet,19,24,2.19
2026-05-29,Tarde,LOTE-6540,Masas Quebradas,Pie de limon,41,22,2.76
2026-02-25,Mañana,LOTE-3867,Masas Quebradas,Pie de limon,51,30,1.54
2026-03-26,Tarde,LOTE-8050,Hojaldres,Croissant,39,35,1.29
2025-06-25,Mañana,LOTE-7840,Bizcochos,Tres leches,43,51,0.61
2026-01-18,Mañana,LOTE-2737,Bizcochos,Red velvet,13,42,2.17
2025-09-10,Mañana,LOTE-3531,Hojaldres,Mil hojas,48,20,1.65
2026-03-07,Tarde,LOTE-6015,Masas Quebradas,Tartaleta de fresa,15,43,0.48
2025-09-05,Tarde,LOTE-3284,Bizcochos,Red velvet,37,52,0.74
2026-03-28,Tarde,LOTE-3058,Hojaldres,Empanada dulce,44,22,1.82
2026-05-09,Mañana,LOTE-6795,Hojaldres,Empanada dulce,30,53,2.93
2026-06-08,Mañana,LOTE-8841,Bizcochos,Torta de chocolate,18,16,0.62
2026-06-15,Tarde,LOTE-5361,Hojaldres,Mil hojas,37,20,2.45
2025-08-18,Mañana,LOTE-3221,Hojaldres,Empanada dulce,34,26,0.17
2025-07-15,Tarde,LOTE-4985,Bizcochos,Tres leches,56,32,0.58
2026-04-23,Mañana,LOTE-7945,Bizcochos,Tres leches,54,53,1.12
2025-09-17,Tarde,LOTE-1965,Bizcochos,Torta de chocolate,21,41,2.59
2025-07-24,Tarde,LOTE-3058,Masas Quebradas,Tartaleta de fresa,37,33,2.15
2025-11-24,Mañana,LOTE-9590,Hojaldres,Mil hojas,31,40,2.17
2025-11-24,Mañana,LOTE-9590,Bizcochos,Red velvet,27,52,2.37
2026-01-11,Tarde,LOTE-9136,Hojaldres,Croissant,35,54,1.5
2025-08-01,Mañana,LOTE-2786,Bizcochos,Tres leches,33,41,1.52
2026-04-28,Tarde,LOTE-4315,Masas Quebradas,Tartaleta de fresa,48,21,1.98
2025-12-20,Mañana,LOTE-5300,Hojaldres,Mil hojas,56,36,2.99
2025-12-11,Tarde,LOTE-6545,Bizcochos,Tres leches,44,23,1.59
2025-09-30,Tarde,LOTE-5009,Hojaldres,Mil hojas,56,27,1.31
2026-02-17,Tarde,LOTE-1521,Hojaldres,Mil hojas,19,50,1.69
2025-06-21,Mañana,LOTE-6865,Hojaldres,Croissant,42,55,2.21
2025-07-24,Tarde,LOTE-4806,Masas Quebradas,Pie de limon,20,45,1.53
2026-03-19,Tarde,LOTE-7675,Hojaldres,Mil hojas,12,37,0.99
2026-01-01,Mañana,LOTE-4947,Masas Quebradas,Tartaleta de fresa,28,37,1.98
2026-02-23,Tarde,LOTE-3289,Bizcochos,Red velvet,36,20,0.78
2026-05-01,Tarde,LOTE-8169,Hojaldres,Croissant,50,17,0.4
2025-12-02,Tarde,LOTE-1195,Bizcochos,Tres leches,11,49,2.65
2025-07-03,Mañana,LOTE-1505,Hojaldres,Croissant,33,39,1.93
2025-12-11,Mañana,LOTE-9071,Bizcochos,Torta de chocolate,31,22,2.62
2026-01-11,Mañana,LOTE-8637,Masas Quebradas,Pie de limon,33,16,0.68
2025-08-21,Tarde,LOTE-2366,Hojaldres,Empanada dulce,55,32,2.34
2025-10-24,Tarde,LOTE-2488,Bizcochos,Torta de chocolate,58,42,1.92
2026-01-21,Mañana,LOTE-8027,Hojaldres,Mil hojas,47,50,0.37
2026-04-28,Tarde,LOTE-8346,Hojaldres,Croissant,16,17,1.35
2025-07-24,Mañana,LOTE-5597,Hojaldres,Croissant,37,40,1.08
2026-03-18,Mañana,LOTE-3968,Bizcochos,Torta de chocolate,45,36,1.1
2025-08-02,Mañana,LOTE-5486,Hojaldres,Croissant,34,44,1.45
2025-12-28,Tarde,LOTE-3942,Masas Quebradas,Tartaleta de fresa,26,36,2.56
2026-01-31,Mañana,LOTE-5673,Masas Quebradas,Pie de limon,37,44,2.09
2026-05-24,Tarde,LOTE-7778,Hojaldres,Croissant,17,52,0.75
2025-07-17,Tarde,LOTE-8402,Bizcochos,Tres leches,29,39,1.22
2025-12-14,Mañana,LOTE-2223,Bizcochos,Torta de chocolate,45,47,1.79
2025-08-31,Mañana,LOTE-3778,Hojaldres,Croissant,40,53,0.85
2025-08-05,Tarde,LOTE-4540,Bizcochos,Tres leches,48,25,1.43
2026-05-01,Tarde,LOTE-9227,Bizcochos,Torta de chocolate,17,43,0.59
2025-12-15,Mañana,LOTE-9381,Masas Quebradas,Pie de limon,60,54,0.97
2025-11-16,Tarde,LOTE-1866,Bizcochos,Red velvet,34,39,2.44
2026-04-28,Mañana,LOTE-3611,Masas Quebradas,Pie de limon,60,52,2.0
2025-08-12,Mañana,LOTE-3785,Hojaldres,Croissant,20,53,0.66
2026-02-27,Tarde,LOTE-9011,Masas Quebradas,Tartaleta de fresa,16,41,0.63
2026-05-09,Mañana,LOTE-4791,Bizcochos,Tres leches,58,45,1.7
2025-12-13,Tarde,LOTE-5221,Hojaldres,Mil hojas,14,16,1.78
2025-07-15,Tarde,LOTE-4323,Bizcochos,Red velvet,20,35,1.25
2025-12-08,Tarde,LOTE-7092,Masas Quebradas,Pie de limon,15,49,1.63
2026-04-11,Mañana,LOTE-5884,Masas Quebradas,Pie de limon,59,31,0.56
2025-08-10,Tarde,LOTE-3239,Hojaldres,Croissant,55,25,2.54
2026-02-19,Tarde,LOTE-2414,Hojaldres,Croissant,17,40,2.77
2025-12-26,Tarde,LOTE-3472,Masas Quebradas,Pie de limon,29,44,0.54
2026-04-03,Tarde,LOTE-8544,Bizcochos,Torta de chocolate,20,36,0.12
2025-11-05,Mañana,LOTE-7678,Bizcochos,Torta de chocolate,47,31,2.91
2025-12-31,Mañana,LOTE-7909,Bizcochos,Red velvet,19,41,1.3
2025-07-04,Tarde,LOTE-4530,Hojaldres,Mil hojas,15,35,2.22
2026-06-16,Mañana,LOTE-2448,Hojaldres,Croissant,39,51,0.59
2026-01-26,Tarde,LOTE-1746,Masas Quebradas,Pie de limon,60,45,0.18
2025-09-07,Tarde,LOTE-5074,Bizcochos,Torta de chocolate,35,40,1.51
2025-06-28,Mañana,LOTE-9458,Hojaldres,Empanada dulce,50,34,1.17
2025-10-15,Tarde,LOTE-7698,Hojaldres,Croissant,15,41,0.55
2025-07-05,Mañana,LOTE-1760,Bizcochos,Red velvet,18,17,0.37
2025-07-29,Mañana,LOTE-7620,Hojaldres,Empanada dulce,31,26,1.6
2026-05-18,Tarde,LOTE-9833,Hojaldres,Empanada dulce,39,20,0.58
2026-04-01,Tarde,LOTE-9035,Masas Quebradas,Pie de limon,25,15,0.47
2026-01-30,Mañana,LOTE-9809,Hojaldres,Empanada dulce,18,30,2.93
2026-04-04,Tarde,LOTE-2878,Masas Quebradas,Pie de limon,30,32,1.9
2025-08-18,Tarde,LOTE-3259,Masas Quebradas,Tartaleta de fresa,37,18,1.79
2025-08-01,Tarde,LOTE-7066,Bizcochos,Tres leches,33,27,0.64
2026-04-24,Tarde,LOTE-2977,Hojaldres,Mil hojas,22,40,0.55
2025-12-19,Mañana,LOTE-6241,Masas Quebradas,Tartaleta de fresa,11,38,0.65
2025-08-05,Tarde,LOTE-4385,Bizcochos,Torta de chocolate,14,38,2.21
2026-02-04,Mañana,LOTE-2101,Bizcochos,Torta de chocolate,55,24,1.23
2025-10-24,Tarde,LOTE-5014,Hojaldres,Croissant,25,48,1.51
2025-08-06,Mañana,LOTE-4426,Bizcochos,Torta de chocolate,35,43,1.07
2025-08-18,Tarde,LOTE-7861,Masas Quebradas,Pie de limon,19,19,2.16
2026-05-17,Tarde,LOTE-2366,Bizcochos,Red velvet,40,31,1.96
2025-11-12,Mañana,LOTE-6319,Bizcochos,Tres leches,30,44,2.73
2025-06-21,Mañana,LOTE-4504,Hojaldres,Mil hojas,40,26,1.65
2026-03-30,Tarde,LOTE-2991,Bizcochos,Red velvet,45,42,0.41
2026-05-28,Tarde,LOTE-6541,Masas Quebradas,Pie de limon,47,55,0.49
2026-04-18,Mañana,LOTE-3368,Bizcochos,Tres leches,19,44,2.98
2025-10-15,Mañana,LOTE-7163,Bizcochos,Torta de chocolate,44,29,0.96
2025-09-03,Tarde,LOTE-3643,Masas Quebradas,Tartaleta de fresa,44,49,0.16
2025-10-24,Tarde,LOTE-3569,Masas Quebradas,Pie de limon,58,41,2.1
2026-05-17,Tarde,LOTE-4159,Bizcochos,Tres leches,50,21,0.57
2025-08-05,Mañana,LOTE-2663,Masas Quebradas,Tartaleta de fresa,32,27,0.56
2025-12-09,Mañana,LOTE-1880,Masas Quebradas,Tartaleta de fresa,18,39,2.14
2025-07-17,Tarde,LOTE-1353,Masas Quebradas,Tartaleta de fresa,22,44,0.91
2025-06-30,Mañana,LOTE-3129,Masas Quebradas,Pie de limon,27,22,0.63
2026-02-12,Mañana,LOTE-1197,Masas Quebradas,Pie de limon,44,26,2.88
2026-03-30,Tarde,LOTE-9853,Bizcochos,Tres leches,20,18,0.74
2025-07-28,Tarde,LOTE-6565,Bizcochos,Tres leches,32,38,2.54
2026-06-11,Mañana,LOTE-4514,Masas Quebradas,Pie de limon,41,21,2.09
2026-02-10,Mañana,LOTE-8333,Masas Quebradas,Pie de limon,37,49,1.48
2026-04-05,Tarde,LOTE-5030,Bizcochos,Tres leches,32,15,2.61
2025-08-26,Tarde,LOTE-2128,Masas Quebradas,Pie de limon,44,38,0.41
2025-12-06,Mañana,LOTE-3108,Masas Quebradas,Pie de limon,20,44,2.4
2025-10-22,Mañana,LOTE-7864,Hojaldres,Croissant,26,41,1.27
2026-03-01,Mañana,LOTE-9272,Bizcochos,Torta de chocolate,48,43,0.72
2025-12-08,Tarde,LOTE-6168,Hojaldres,Mil hojas,21,30,2.75
2026-04-26,Tarde,LOTE-2553,Bizcochos,Red velvet,56,47,2.62
2025-12-07,Tarde,LOTE-9446,Hojaldres,Mil hojas,23,42,0.73
2026-02-27,Mañana,LOTE-7509,Masas Quebradas,Tartaleta de fresa,60,42,2.96
2025-07-25,Tarde,LOTE-2934,Masas Quebradas,Tartaleta de fresa,10,24,0.72
2026-05-08,Tarde,LOTE-9941,Masas Quebradas,Pie de limon,51,50,0.61
2025-06-23,Tarde,LOTE-8775,Hojaldres,Mil hojas,16,31,2.94
2025-07-06,Mañana,LOTE-1462,Masas Quebradas,Tartaleta de fresa,42,15,0.68
2026-01-17,Tarde,LOTE-6820,Bizcochos,Torta de chocolate,46,44,2.04
2026-04-16,Tarde,LOTE-9176,Masas Quebradas,Pie de limon,13,24,0.44
2025-07-11,Tarde,LOTE-1072,Masas Quebradas,Tartaleta de fresa,60,54,1.27
2026-05-15,Tarde,LOTE-1317,Masas Quebradas,Tartaleta de fresa,40,17,1.03
2025-09-20,Tarde,LOTE-1891,Bizcochos,Tres leches,26,49,0.68
2026-04-17,Tarde,LOTE-7384,Hojaldres,Mil hojas,14,50,1.6
2026-01-30,Mañana,LOTE-1820,Bizcochos,Red velvet,51,53,2.22
2026-01-15,Tarde,LOTE-8548,Bizcochos,Tres leches,13,51,1.57
2026-02-11,Tarde,LOTE-4810,Hojaldres,Mil hojas,16,32,0.76
2025-11-09,Tarde,LOTE-7887,Hojaldres,Mil hojas,20,34,0.51
2025-09-26,Mañana,LOTE-9319,Hojaldres,Empanada dulce,45,55,2.74
2025-11-08,Mañana,LOTE-4224,Bizcochos,Red velvet,22,33,2.36
2026-02-08,Tarde,LOTE-7235,Hojaldres,Mil hojas,28,52,1.48
2026-03-04,Mañana,LOTE-3447,Masas Quebradas,Pie de limon,29,50,2.77
2026-01-23,Tarde,LOTE-2721,Hojaldres,Empanada dulce,31,54,1.17
2026-03-30,Mañana,LOTE-4706,Masas Quebradas,Pie de limon,50,50,0.65
2025-12-14,Tarde,LOTE-1651,Bizcochos,Tres leches,16,20,2.01
2026-01-04,Mañana,LOTE-6338,Hojaldres,Croissant,31,46,1.58
2026-02-04,Mañana,LOTE-9568,Masas Quebradas,Tartaleta de fresa,19,16,0.95
2026-04-27,Tarde,LOTE-8091,Bizcochos,Tres leches,51,32,2.4
2025-09-29,Tarde,LOTE-5835,Hojaldres,Empanada dulce,28,44,1.87
2025-10-10,Tarde,LOTE-2041,Hojaldres,Empanada dulce,46,48,2.88
2026-03-29,Mañana,LOTE-4788,Masas Quebradas,Pie de limon,15,31,2.14
2026-06-16,Tarde,LOTE-5413,Masas Quebradas,Tartaleta de fresa,26,25,1.48
2026-05-02,Tarde,LOTE-2058,Bizcochos,Torta de chocolate,42,53,0.68
2025-08-02,Tarde,LOTE-7066,Masas Quebradas,Tartaleta de fresa,26,51,1.9
2025-09-17,Tarde,LOTE-6507,Masas Quebradas,Tartaleta de fresa,43,41,1.49
2026-04-30,Mañana,LOTE-9728,Masas Quebradas,Pie de limon,57,41,1.98
2026-04-09,Mañana,LOTE-8273,Hojaldres,Empanada dulce,26,18,2.69
2025-09-01,Mañana,LOTE-4541,Hojaldres,Croissant,24,24,1.72
2026-04-11,Tarde,LOTE-6431,Masas Quebradas,Pie de limon,47,55,0.29
2025-07-16,Tarde,LOTE-7424,Hojaldres,Croissant,43,37,2.4
2025-09-11,Mañana,LOTE-3078,Bizcochos,Tres leches,11,51,1.84
2026-01-01,Tarde,LOTE-2861,Masas Quebradas,Tartaleta de fresa,26,32,2.2
2025-08-26,Tarde,LOTE-6547,Masas Quebradas,Pie de limon,17,50,2.58
2025-12-24,Mañana,LOTE-9056,Hojaldres,Empanada dulce,53,49,1.6
2025-08-28,Mañana,LOTE-7689,Masas Quebradas,Tartaleta de fresa,39,15,1.47
2025-09-13,Mañana,LOTE-6654,Masas Quebradas,Tartaleta de fresa,20,36,1.66
2026-04-02,Mañana,LOTE-4326,Masas Quebradas,Pie de limon,36,49,2.59
2026-03-31,Tarde,LOTE-6034,Bizcochos,Torta de chocolate,50,38,1.97
2026-01-27,Mañana,LOTE-2047,Hojaldres,Empanada dulce,60,41,1.34
2026-06-03,Tarde,LOTE-3115,Masas Quebradas,Tartaleta de fresa,50,40,2.92
2025-12-05,Mañana,LOTE-4774,Hojaldres,Mil hojas,40,25,2.59
2025-12-06,Mañana,LOTE-7255,Hojaldres,Mil hojas,24,44,0.73
2025-11-01,Mañana,LOTE-9857,Hojaldres,Mil hojas,56,29,0.56
2026-06-03,Mañana,LOTE-6691,Hojaldres,Mil hojas,47,22,2.27
2025-10-24,Mañana,LOTE-5257,Masas Quebradas,Pie de limon,49,38,2.15
2026-02-17,Tarde,LOTE-6007,Hojaldres,Mil hojas,27,45,0.66
2025-07-28,Tarde,LOTE-8420,Hojaldres,Croissant,19,34,1.42
2025-06-20,Tarde,LOTE-9076,Masas Quebradas,Pie de limon,17,50,1.21
2025-11-23,Tarde,LOTE-2678,Masas Quebradas,Pie de limon,24,46,0.52
2026-06-14,Mañana,LOTE-7408,Bizcochos,Tres leches,45,49,2.57
2026-05-30,Mañana,LOTE-4552,Hojaldres,Croissant,49,33,2.61
2025-06-28,Tarde,LOTE-3436,Bizcochos,Torta de chocolate,54,47,1.52
2026-01-16,Mañana,LOTE-1862,Bizcochos,Red velvet,25,44,2.88
2026-01-09,Tarde,LOTE-7204,Hojaldres,Croissant,12,21,1.47
2025-11-12,Mañana,LOTE-6625,Masas Quebradas,Pie de limon,13,21,1.39
2026-03-02,Tarde,LOTE-1578,Bizcochos,Torta de chocolate,57,44,1.44
2025-08-28,Mañana,LOTE-3637,Hojaldres,Mil hojas,20,42,1.13
2025-09-22,Mañana,LOTE-6184,Masas Quebradas,Pie de limon,40,41,1.75
2026-03-13,Mañana,LOTE-2812,Masas Quebradas,Pie de limon,35,17,1.46
2026-04-02,Tarde,LOTE-1737,Hojaldres,Croissant,53,21,0.25
2026-04-29,Tarde,LOTE-2514,Hojaldres,Empanada dulce,12,21,2.64
2026-05-28,Tarde,LOTE-5487,Masas Quebradas,Pie de limon,42,18,0.57
2026-06-16,Mañana,LOTE-8621,Masas Quebradas,Pie de limon,44,15,3.0
2026-03-13,Tarde,LOTE-4098,Masas Quebradas,Pie de limon,47,18,1.71
2026-02-08,Mañana,LOTE-5482,Masas Quebradas,Tartaleta de fresa,56,23,0.5
2025-10-01,Tarde,LOTE-4119,Masas Quebradas,Tartaleta de fresa,33,28,1.47
2026-04-09,Mañana,LOTE-9374,Masas Quebradas,Tartaleta de fresa,30,42,1.78
2026-02-16,Tarde,LOTE-1591,Masas Quebradas,Tartaleta de fresa,40,35,2.67
2026-05-20,Tarde,LOTE-8807,Bizcochos,Red velvet,33,35,1.37
2026-02-04,Tarde,LOTE-6134,Hojaldres,Mil hojas,28,43,2.91
2025-12-18,Tarde,LOTE-4407,Bizcochos,Red velvet,60,49,1.34
2026-03-26,Mañana,LOTE-6781,Bizcochos,Red velvet,25,18,2.96
2025-07-22,Tarde,LOTE-1774,Hojaldres,Croissant,18,48,2.58
2025-07-29,Tarde,LOTE-8748,Hojaldres,Mil hojas,25,37,0.4
2025-10-29,Tarde,LOTE-3505,Hojaldres,Croissant,56,25,2.6
2026-01-26,Mañana,LOTE-4373,Hojaldres,Mil hojas,47,43,2.36
2026-04-11,Mañana,LOTE-2957,Bizcochos,Torta de chocolate,27,51,1.25
2026-03-09,Tarde,LOTE-8052,Masas Quebradas,Tartaleta de fresa,18,48,2.04
2026-01-02,Mañana,LOTE-5267,Masas Quebradas,Tartaleta de fresa,36,53,1.14
2026-04-27,Mañana,LOTE-6403,Hojaldres,Mil hojas,44,47,0.41
2025-12-07,Tarde,LOTE-9002,Bizcochos,Torta de chocolate,14,40,0.87
2025-11-28,Mañana,LOTE-2765,Masas Quebradas,Tartaleta de fresa,10,27,1.86
2025-08-05,Mañana,LOTE-4681,Bizcochos,Red velvet,52,42,1.73
2026-03-24,Tarde,LOTE-7813,Bizcochos,Red velvet,18,45,1.36
2025-08-31,Tarde,LOTE-8569,Bizcochos,Tres leches,37,21,1.54
2025-09-29,Mañana,LOTE-9967,Hojaldres,Empanada dulce,18,26,0.46
2026-05-12,Tarde,LOTE-2799,Bizcochos,Tres leches,59,15,1.74
2025-07-08,Tarde,LOTE-2717,Bizcochos,Torta de chocolate,16,37,1.81
2025-07-01,Tarde,LOTE-3253,Masas Quebradas,Tartaleta de fresa,48,46,1.25
2025-09-23,Mañana,LOTE-8293,Hojaldres,Croissant,13,26,2.42
2025-07-27,Mañana,LOTE-1536,Hojaldres,Croissant,18,24,0.88
2026-03-23,Mañana,LOTE-1897,Bizcochos,Tres leches,26,41,0.44
2026-05-06,Tarde,LOTE-7389,Bizcochos,Tres leches,25,41,1.05
2025-08-25,Mañana,LOTE-2988,Bizcochos,Tres leches,27,32,2.19
2026-02-21,Tarde,LOTE-9129,Masas Quebradas,Tartaleta de fresa,28,46,1.66
2025-08-17,Tarde,LOTE-7743,Bizcochos,Red velvet,37,55,2.92
2026-03-11,Tarde,LOTE-6083,Bizcochos,Tres leches,56,28,2.06
2025-11-17,Tarde,LOTE-8117,Masas Quebradas,Tartaleta de fresa,41,48,2.43
2026-06-14,Tarde,LOTE-5276,Hojaldres,Empanada dulce,19,54,2.51
2025-11-25,Tarde,LOTE-9168,Masas Quebradas,Tartaleta de fresa,49,46,2.36
2026-01-23,Mañana,LOTE-5870,Bizcochos,Torta de chocolate,14,18,0.23
2025-12-21,Tarde,LOTE-6213,Masas Quebradas,Tartaleta de fresa,55,40,2.03
2025-11-11,Mañana,LOTE-8474,Masas Quebradas,Tartaleta de fresa,58,54,2.12
2025-10-02,Tarde,LOTE-1621,Hojaldres,Croissant,29,39,2.12
2025-06-26,Tarde,LOTE-8999,Hojaldres,Croissant,41,15,0.88
2026-01-11,Tarde,LOTE-5976,Hojaldres,Mil hojas,60,21,1.73
2025-09-11,Tarde,LOTE-6683,Hojaldres,Empanada dulce,24,44,1.1
2025-09-03,Tarde,LOTE-6182,Masas Quebradas,Tartaleta de fresa,51,15,2.96
2026-06-16,Mañana,LOTE-9956,Bizcochos,Torta de chocolate,20,53,0.4
2025-10-28,Tarde,LOTE-1666,Bizcochos,Red velvet,14,35,1.62
2025-10-23,Tarde,LOTE-3209,Bizcochos,Tres leches,50,45,2.48
2025-10-29,Mañana,LOTE-2456,Masas Quebradas,Tartaleta de fresa,35,27,1.2
2025-10-17,Tarde,LOTE-8148,Hojaldres,Empanada dulce,30,30,0.34
2025-10-23,Mañana,LOTE-9712,Bizcochos,Red velvet,44,24,0.17
2025-07-23,Mañana,LOTE-9408,Masas Quebradas,Tartaleta de fresa,21,42,0.42
2026-01-10,Mañana,LOTE-9931,Hojaldres,Croissant,48,48,1.08
2026-02-10,Tarde,LOTE-3866,Bizcochos,Tres leches,21,18,0.39
2025-12-24,Mañana,LOTE-3817,Masas Quebradas,Pie de limon,53,34,2.86
2025-09-29,Tarde,LOTE-7989,Bizcochos,Torta de chocolate,38,28,1.76
2025-10-08,Tarde,LOTE-2966,Masas Quebradas,Pie de limon,24,15,0.85
2026-01-01,Mañana,LOTE-4398,Hojaldres,Croissant,14,40,2.86
2026-04-20,Tarde,LOTE-9558,Masas Quebradas,Pie de limon,46,15,2.09
2025-11-06,Mañana,LOTE-5136,Masas Quebradas,Tartaleta de fresa,50,25,0.52
2025-12-05,Mañana,LOTE-1047,Bizcochos,Torta de chocolate,34,19,0.23
2026-05-29,Tarde,LOTE-7404,Bizcochos,Red velvet,57,49,0.37
2025-10-20,Mañana,LOTE-6794,Masas Quebradas,Pie de limon,60,24,0.35
2025-12-15,Tarde,LOTE-8227,Hojaldres,Croissant,21,44,2.29
2025-11-08,Mañana,LOTE-6987,Masas Quebradas,Tartaleta de fresa,32,30,1.08
2026-03-13,Tarde,LOTE-8156,Hojaldres,Empanada dulce,32,47,0.55
2026-01-12,Mañana,LOTE-6112,Hojaldres,Empanada dulce,35,26,2.77
2025-07-14,Mañana,LOTE-6435,Bizcochos,Tres leches,10,49,1.03
2026-02-23,Mañana,LOTE-5464,Hojaldres,Empanada dulce,60,16,1.02
2026-05-20,Tarde,LOTE-6665,Masas Quebradas,Pie de limon,46,21,2.87
2026-01-20,Tarde,LOTE-5076,Masas Quebradas,Tartaleta de fresa,60,50,0.8
2025-07-13,Tarde,LOTE-1933,Hojaldres,Empanada dulce,42,31,2.09
2025-10-11,Mañana,LOTE-5652,Bizcochos,Torta de chocolate,26,41,1.23
2026-01-19,Mañana,LOTE-8529,Masas Quebradas,Pie de limon,52,22,1.36
2026-03-23,Mañana,LOTE-2165,Masas Quebradas,Pie de limon,39,54,0.26
